Month-Year,Yield Type,Trend Score
10-2020,Pepper,36
10-2020,Radish,57
10-2020,Ginger,14
10-2020,Cardamon,43
10-2020,Potato,64
10-2020,Ginger,24
10-2020,Garlic,34
10-2020,Leak,77
10-2020,Onion,46
10-2020,Leak,88
10-2020,Chilies,61
10-2020,Radish,21
10-2020,Ginger,52
10-2020,Pepper,51
10-2020,Garlic,32
10-2020,Garlic,31
10-2020,Chilies,55
10-2020,Chilies,45
10-2020,Leak,79
10-2020,Garlic,48
10-2020,Onion,70
10-2020,Potato,51
10-2020,Pumpkin,18
10-2020,Corn,54
10-2020,Potato,49
10-2020,Pumpkin,23
10-2020,Pepper,13
10-2020,Cowpea,55
10-2020,Corn,38
10-2020,Onion,11
10-2020,Pepper,18
10-2020,Ginger,40
10-2020,Pumpkin,62
10-2020,Ginger,58
10-2020,Tomato,83
10-2020,Cocoa,33
10-2020,Radish,46
10-2020,Garlic,25
10-2020,Cardamon,45
10-2020,Potato,56
10-2020,Cocoa,55
10-2020,Corn,63
10-2020,Pumpkin,47
10-2020,Cocoa,36
10-2020,Cocoa,25
10-2020,Radish,61
10-2020,Potato,41
10-2020,Radish,21
10-2020,Chilies,32
10-2020,Garlic,70
10-2020,Chilies,29
10-2020,Leak,71
10-2020,Chilies,55
10-2020,Cocoa,64
10-2020,Tomato,85
10-2020,Chilies,29
10-2020,Tomato,95
10-2020,Pepper,64
10-2020,Radish,27
10-2020,Onion,33
10-2020,Tomato,76
10-2020,Potato,43
10-2020,Potato,55
10-2020,Cowpea,31
10-2020,Potato,46
10-2020,Chilies,44
10-2020,Radish,18
10-2020,Cowpea,70
10-2020,Potato,29
10-2020,Potato,59
10-2020,Cardamon,28
10-2020,Radish,34
10-2020,Leak,74
10-2020,Cocoa,63
10-2020,Pumpkin,16
10-2020,Corn,64
10-2020,Radish,69
10-2020,Potato,62
10-2020,Chilies,56
10-2020,Tomato,74
10-2020,Cocoa,53
10-2020,Cowpea,47
10-2020,Cowpea,42
10-2020,Onion,46
10-2020,Onion,20
10-2020,Cocoa,19
10-2020,Potato,11
10-2020,Radish,54
10-2020,Cocoa,39
10-2020,Corn,61
10-2020,Corn,27
10-2020,Ginger,43
10-2020,Pumpkin,20
10-2020,Garlic,48
10-2020,Cardamon,17
10-2020,Potato,25
10-2020,Cardamon,64
10-2020,Onion,66
10-2020,Leak,78
10-2020,Onion,40
10-2020,Ginger,53
10-2020,Chilies,14
10-2020,Cowpea,36
10-2020,Tomato,88
10-2020,Cardamon,39
10-2020,Tomato,94
10-2020,Pumpkin,67
10-2020,Cocoa,29
10-2020,Cocoa,55
10-2020,Radish,60
10-2020,Pumpkin,68
10-2020,Pepper,27
10-2020,Cowpea,34
10-2020,Cocoa,16
10-2020,Garlic,42
10-2020,Cowpea,10
10-2020,Corn,67
10-2020,Tomato,80
10-2020,Leak,100
10-2020,Radish,45
10-2020,Potato,15
10-2020,Radish,33
10-2020,Cowpea,25
10-2020,Tomato,74
10-2020,Pumpkin,45
10-2020,Cardamon,17
10-2020,Tomato,83
10-2020,Cocoa,28
10-2020,Chilies,38
10-2020,Pepper,54
10-2020,Onion,43
10-2020,Cardamon,44
10-2020,Pepper,42
10-2020,Chilies,44
10-2020,Potato,70
10-2020,Garlic,55
10-2020,Tomato,88
10-2020,Cowpea,39
10-2020,Radish,22
10-2020,Potato,52
10-2020,Pumpkin,68
10-2020,Pepper,18
10-2020,Cardamon,25
10-2020,Tomato,78
10-2020,Onion,14
10-2020,Pepper,14
10-2020,Pepper,31
10-2020,Ginger,25
10-2020,Onion,65
10-2020,Radish,61
10-2020,Garlic,12
10-2020,Radish,43
10-2020,Leak,76
10-2020,Cowpea,38
10-2020,Pumpkin,60
10-2020,Pumpkin,21
10-2020,Tomato,70
10-2020,Garlic,54
10-2020,Garlic,43
10-2020,Cowpea,33
10-2020,Potato,58
10-2020,Onion,18
10-2020,Pumpkin,39
10-2020,Cardamon,34
10-2020,Garlic,66
10-2020,Cocoa,67
10-2020,Cowpea,27
10-2020,Tomato,77
10-2020,Cocoa,34
10-2020,Garlic,29
10-2020,Leak,70
10-2020,Garlic,43
10-2020,Tomato,91
10-2020,Cardamon,56
10-2020,Cowpea,50
10-2020,Garlic,61
10-2020,Pepper,41
10-2020,Tomato,82
10-2020,Cowpea,59
10-2020,Potato,33
10-2020,Pepper,23
10-2020,Garlic,60
10-2020,Pumpkin,15
10-2020,Garlic,62
10-2020,Pepper,69
10-2020,Tomato,75
10-2020,Onion,23
10-2020,Garlic,42
10-2020,Ginger,35
10-2020,Chilies,19
10-2020,Radish,36
10-2020,Cowpea,26
10-2020,Pepper,38
10-2020,Tomato,95
10-2020,Cocoa,58
10-2020,Garlic,22
10-2020,Chilies,10
10-2020,Leak,98
10-2020,Cocoa,16
10-2020,Cowpea,33
10-2020,Corn,64
10-2020,Pumpkin,11
10-2020,Tomato,83
10-2020,Leak,84
10-2020,Cowpea,20
10-2020,Potato,42
10-2020,Cocoa,63
10-2020,Radish,31
10-2020,Pepper,57
10-2020,Radish,25
10-2020,Pepper,34
10-2020,Garlic,25
10-2020,Onion,16
10-2020,Pumpkin,22
10-2020,Pepper,64
10-2020,Cardamon,60
10-2020,Cocoa,27
10-2020,Tomato,92
10-2020,Ginger,28
10-2020,Leak,95
10-2020,Garlic,69
10-2020,Tomato,91
10-2020,Radish,61
10-2020,Pumpkin,68
10-2020,Onion,41
10-2020,Pepper,19
10-2020,Onion,44
10-2020,Tomato,80
10-2020,Cardamon,23
10-2020,Potato,15
10-2020,Radish,21
10-2020,Radish,21
10-2020,Ginger,23
10-2020,Pepper,40
10-2020,Chilies,13
10-2020,Tomato,97
10-2020,Ginger,35
10-2020,Cardamon,18
10-2020,Radish,44
10-2020,Ginger,38
10-2020,Chilies,53
10-2020,Chilies,63
10-2020,Cardamon,39
10-2020,Pumpkin,46
10-2020,Corn,32
10-2020,Cowpea,43
10-2020,Leak,94
10-2020,Potato,62
10-2020,Leak,74
10-2020,Chilies,38
10-2020,Chilies,52
10-2020,Tomato,80
10-2020,Pumpkin,66
10-2020,Ginger,10
10-2020,Garlic,46
10-2020,Chilies,64
10-2020,Cocoa,53
10-2020,Onion,23
10-2020,Leak,87
10-2020,Chilies,36
10-2020,Tomato,90
10-2020,Corn,12
10-2020,Tomato,85
10-2020,Radish,30
10-2020,Pepper,14
10-2020,Tomato,83
10-2020,Corn,32
10-2020,Cardamon,26
10-2020,Corn,21
10-2020,Leak,94
10-2020,Pumpkin,24
10-2020,Radish,69
10-2020,Ginger,48
10-2020,Pepper,39
10-2020,Pumpkin,25
10-2020,Cowpea,25
10-2020,Potato,53
10-2020,Radish,59
10-2020,Leak,72
10-2020,Corn,70
10-2020,Cowpea,42
10-2020,Corn,19
10-2020,Potato,60
10-2020,Radish,17
10-2020,Tomato,83
10-2020,Pumpkin,69
10-2020,Pepper,37
10-2020,Cocoa,68
10-2020,Corn,49
10-2020,Pepper,55
10-2020,Cowpea,43
10-2020,Cowpea,47
10-2020,Onion,18
10-2020,Potato,28
10-2020,Leak,75
10-2020,Potato,11
10-2020,Ginger,23
10-2020,Cocoa,17
10-2020,Cowpea,69
10-2020,Tomato,93
10-2020,Radish,36
10-2020,Cowpea,22
10-2020,Pumpkin,21
10-2020,Onion,19
10-2020,Radish,58
10-2020,Pumpkin,52
10-2020,Radish,64
10-2020,Leak,70
10-2020,Pepper,31
10-2020,Pumpkin,36
10-2020,Onion,41
10-2020,Cocoa,43
10-2020,Cardamon,58
10-2020,Cowpea,23
10-2020,Corn,65
10-2020,Pepper,19
10-2020,Corn,27
10-2020,Corn,56
10-2020,Tomato,77
10-2020,Corn,45
10-2020,Pumpkin,26
10-2020,Ginger,29
10-2020,Garlic,31
10-2020,Potato,58
10-2020,Cardamon,45
10-2020,Pepper,25
10-2020,Garlic,63
10-2020,Corn,16
10-2020,Ginger,15
10-2020,Corn,49
10-2020,Cardamon,37
10-2020,Pumpkin,35
10-2020,Cardamon,11
10-2020,Tomato,81
10-2020,Garlic,65
10-2020,Onion,18
10-2020,Chilies,14
10-2020,Cardamon,53
10-2020,Corn,19
10-2020,Leak,73
10-2020,Tomato,82
10-2020,Cardamon,45
10-2020,Onion,55
10-2020,Cocoa,57
10-2020,Corn,15
10-2020,Corn,32
10-2020,Garlic,14
10-2020,Ginger,41
10-2020,Leak,98
10-2020,Onion,13
10-2020,Pepper,42
10-2020,Radish,60
10-2020,Cocoa,45
10-2020,Radish,69
10-2020,Pepper,17
10-2020,Ginger,50
10-2020,Corn,20
10-2020,Cowpea,62
10-2020,Radish,39
10-2020,Cardamon,19
10-2020,Ginger,39
10-2020,Tomato,94
10-2020,Cocoa,47
10-2020,Corn,25
10-2020,Chilies,47
10-2020,Ginger,29
10-2020,Cocoa,62
10-2020,Corn,30
10-2020,Garlic,22
10-2020,Tomato,98
10-2020,Corn,60
10-2020,Pepper,20
10-2020,Garlic,36
10-2020,Tomato,90
10-2020,Chilies,16
10-2020,Onion,11
10-2020,Garlic,64
10-2020,Cowpea,60
10-2020,Corn,36
10-2020,Radish,26
10-2020,Potato,66
10-2020,Tomato,72
10-2020,Potato,25
10-2020,Pumpkin,16
10-2020,Garlic,58
10-2020,Pumpkin,49
10-2020,Corn,40
10-2020,Cardamon,20
10-2020,Cardamon,38
10-2020,Cardamon,23
10-2020,Pepper,31
10-2020,Cowpea,49
10-2020,Cowpea,15
10-2020,Leak,73
10-2020,Cowpea,68
10-2020,Ginger,21
10-2020,Pepper,42
10-2020,Radish,42
10-2020,Radish,36
10-2020,Potato,47
10-2020,Cocoa,48
10-2020,Ginger,39
10-2020,Onion,50
10-2020,Garlic,34
10-2020,Cowpea,47
10-2020,Pepper,13
10-2020,Chilies,14
10-2020,Pepper,24
10-2020,Leak,98
10-2020,Cocoa,50
10-2020,Cardamon,67
10-2020,Cardamon,31
10-2020,Chilies,52
10-2020,Tomato,84
10-2020,Leak,74
10-2020,Leak,92
10-2020,Pumpkin,19
10-2020,Cocoa,65
10-2020,Tomato,79
10-2020,Chilies,51
10-2020,Chilies,64
10-2020,Garlic,29
10-2020,Radish,26
10-2020,Cowpea,68
10-2020,Corn,51
10-2020,Onion,27
10-2020,Ginger,31
10-2020,Potato,60
10-2020,Potato,28
10-2020,Garlic,25
10-2020,Potato,49
10-2020,Potato,20
10-2020,Corn,64
10-2020,Cowpea,42
10-2020,Cocoa,12
10-2020,Chilies,24
10-2020,Potato,26
10-2020,Cocoa,45
10-2020,Leak,71
10-2020,Cardamon,22
10-2020,Potato,25
10-2020,Cardamon,37
10-2020,Pumpkin,40
10-2020,Pumpkin,22
10-2020,Leak,72
10-2020,Chilies,70
10-2020,Tomato,91
10-2020,Leak,88
10-2020,Garlic,25
10-2020,Tomato,72
10-2020,Leak,74
10-2020,Leak,81
10-2020,Potato,41
10-2020,Tomato,85
10-2020,Pumpkin,50
10-2020,Potato,20
10-2020,Chilies,42
10-2020,Onion,51
10-2020,Chilies,37
10-2020,Radish,25
10-2020,Radish,24
10-2020,Chilies,11
10-2020,Garlic,58
10-2020,Corn,11
10-2020,Potato,41
10-2020,Onion,57
10-2020,Cowpea,45
10-2020,Radish,53
10-2020,Onion,26
10-2020,Ginger,12
10-2020,Cowpea,25
10-2020,Cardamon,23
10-2020,Corn,67
10-2020,Radish,32
10-2020,Leak,74
10-2020,Cardamon,68
10-2020,Cocoa,23
10-2020,Garlic,10
10-2020,Corn,54
10-2020,Ginger,49
10-2020,Pumpkin,41
10-2020,Potato,19
10-2020,Tomato,98
10-2020,Cocoa,23
10-2020,Potato,63
10-2020,Chilies,11
10-2020,Cocoa,59
10-2020,Pepper,24
10-2020,Cardamon,60
10-2020,Tomato,77
10-2020,Corn,43
10-2020,Tomato,97
10-2020,Leak,91
10-2020,Cowpea,27
10-2020,Leak,79
10-2020,Cardamon,16
10-2020,Onion,18
10-2020,Onion,18
10-2020,Corn,47
10-2020,Cowpea,22
10-2020,Pumpkin,18
10-2020,Pepper,10
10-2020,Onion,11
10-2020,Chilies,66
10-2020,Cowpea,23
10-2020,Tomato,77
10-2020,Cocoa,56
10-2020,Tomato,93
10-2020,Tomato,71
10-2020,Tomato,98
10-2020,Cardamon,38
10-2020,Ginger,21
10-2020,Pumpkin,32
10-2020,Cocoa,53
10-2020,Cocoa,56
10-2020,Onion,59
10-2020,Pumpkin,52
10-2020,Ginger,63
10-2020,Cocoa,63
10-2020,Cowpea,47
10-2020,Pumpkin,20
10-2020,Cowpea,44
10-2020,Cardamon,47
10-2020,Cocoa,40
10-2020,Tomato,71
10-2020,Onion,15
10-2020,Cocoa,50
10-2020,Radish,36
10-2020,Onion,50
10-2020,Tomato,97
10-2020,Chilies,37
10-2020,Ginger,70
10-2020,Pepper,26
10-2020,Cocoa,12
10-2020,Leak,97
10-2020,Potato,38
10-2020,Pumpkin,53
10-2020,Cowpea,24
10-2020,Tomato,86
10-2020,Cocoa,57
10-2020,Ginger,22
10-2020,Onion,31
10-2020,Radish,32
10-2020,Chilies,48
10-2020,Tomato,98
10-2020,Pepper,46
10-2020,Onion,35
10-2020,Garlic,16
10-2020,Tomato,100
10-2020,Onion,29
10-2020,Cocoa,69
10-2020,Cowpea,20
10-2020,Potato,14
10-2020,Onion,53
10-2020,Leak,89
10-2020,Pumpkin,69
10-2020,Cocoa,50
10-2020,Pumpkin,44
10-2020,Corn,52
10-2020,Cowpea,37
10-2020,Corn,62
10-2020,Corn,33
10-2020,Tomato,95
10-2020,Chilies,52
10-2020,Chilies,22
10-2020,Tomato,98
10-2020,Onion,64
10-2020,Tomato,100
10-2020,Pumpkin,14
10-2020,Tomato,82
10-2020,Leak,98
10-2020,Cardamon,34
10-2020,Cocoa,11
10-2020,Potato,48
10-2020,Cocoa,68
10-2020,Cardamon,44
10-2020,Radish,11
10-2020,Leak,80
10-2020,Pumpkin,28
10-2020,Garlic,53
10-2020,Garlic,68
10-2020,Chilies,26
10-2020,Garlic,70
10-2020,Leak,84
10-2020,Chilies,32
10-2020,Cowpea,25
10-2020,Tomato,79
10-2020,Leak,83
10-2020,Corn,46
10-2020,Cocoa,30
10-2020,Corn,70
10-2020,Tomato,86
10-2020,Chilies,20
10-2020,Tomato,98
10-2020,Cowpea,13
10-2020,Radish,70
10-2020,Leak,88
10-2020,Cardamon,41
10-2020,Tomato,75
10-2020,Leak,79
10-2020,Cardamon,39
10-2020,Cowpea,45
10-2020,Chilies,14
10-2020,Corn,56
10-2020,Garlic,28
10-2020,Garlic,51
10-2020,Tomato,96
10-2020,Radish,15
10-2020,Cowpea,44
10-2020,Onion,54
10-2020,Tomato,98
10-2020,Corn,11
10-2020,Onion,10
10-2020,Onion,41
10-2020,Pumpkin,22
10-2020,Cowpea,61
10-2020,Radish,18
10-2020,Leak,80
10-2020,Radish,52
10-2020,Pepper,30
10-2020,Potato,65
10-2020,Onion,39
10-2020,Radish,19
10-2020,Tomato,87
10-2020,Ginger,54
10-2020,Cowpea,26
10-2020,Tomato,99
10-2020,Radish,67
10-2020,Potato,38
10-2020,Radish,36
10-2020,Pepper,19
10-2020,Pepper,62
10-2020,Potato,51
10-2020,Onion,41
10-2020,Pepper,36
10-2020,Potato,21
10-2020,Chilies,65
10-2020,Potato,14
10-2020,Ginger,43
10-2020,Corn,68
10-2020,Pumpkin,43
10-2020,Radish,36
10-2020,Corn,32
10-2020,Chilies,15
10-2020,Chilies,50
10-2020,Radish,10
10-2020,Tomato,100
10-2020,Chilies,42
10-2020,Leak,96
10-2020,Cardamon,13
10-2020,Chilies,46
10-2020,Garlic,16
10-2020,Cocoa,40
10-2020,Leak,84
10-2020,Corn,31
10-2020,Onion,15
10-2020,Cocoa,43
10-2020,Radish,54
10-2020,Radish,68
10-2020,Corn,70
10-2020,Cardamon,19
10-2020,Ginger,51
10-2020,Onion,13
10-2020,Cocoa,44
10-2020,Cardamon,25
10-2020,Pepper,61
10-2020,Tomato,95
10-2020,Pepper,21
10-2020,Chilies,13
10-2020,Leak,75
10-2020,Pumpkin,54
10-2020,Onion,25
10-2020,Potato,18
10-2020,Potato,10
10-2020,Potato,26
10-2020,Corn,42
10-2020,Corn,58
10-2020,Pumpkin,28
10-2020,Onion,10
10-2020,Tomato,86
10-2020,Cowpea,44
10-2020,Leak,84
10-2020,Pepper,35
10-2020,Chilies,69
10-2020,Leak,94
10-2020,Pepper,57
10-2020,Onion,34
10-2020,Garlic,22
10-2020,Radish,67
10-2020,Radish,11
10-2020,Pepper,25
10-2020,Onion,11
10-2020,Potato,35
10-2020,Potato,11
10-2020,Corn,60
10-2020,Leak,93
10-2020,Radish,64
10-2020,Radish,46
10-2020,Leak,95
10-2020,Cardamon,45
10-2020,Garlic,43
10-2020,Pumpkin,27
10-2020,Garlic,31
10-2020,Garlic,43
10-2020,Tomato,90
10-2020,Garlic,47
10-2020,Onion,48
10-2020,Onion,36
10-2020,Potato,31
10-2020,Cocoa,20
10-2020,Cowpea,62
10-2020,Garlic,58
10-2020,Cardamon,24
10-2020,Chilies,65
10-2020,Cowpea,13
10-2020,Garlic,44
10-2020,Pumpkin,61
10-2020,Pumpkin,30
10-2020,Cocoa,34
10-2020,Potato,22
10-2020,Pumpkin,30
10-2020,Chilies,26
10-2020,Corn,18
10-2020,Onion,36
10-2020,Ginger,21
10-2020,Radish,39
10-2020,Cowpea,53
10-2020,Chilies,32
10-2020,Pepper,13
10-2020,Ginger,55
10-2020,Pumpkin,29
10-2020,Pepper,60
10-2020,Corn,37
10-2020,Radish,13
10-2020,Cowpea,12
10-2020,Radish,39
10-2020,Onion,23
10-2020,Corn,28
10-2020,Pepper,29
10-2020,Potato,55
10-2020,Corn,50
10-2020,Chilies,15
10-2020,Leak,91
10-2020,Cowpea,51
10-2020,Cowpea,10
10-2020,Pumpkin,68
10-2020,Chilies,20
10-2020,Potato,70
10-2020,Corn,18
10-2020,Cardamon,15
10-2020,Radish,36
10-2020,Pumpkin,13
10-2020,Tomato,93
10-2020,Leak,98
10-2020,Garlic,62
10-2020,Pumpkin,42
10-2020,Tomato,91
10-2020,Chilies,45
10-2020,Leak,96
10-2020,Onion,54
10-2020,Radish,61
10-2020,Ginger,69
10-2020,Cardamon,14
10-2020,Chilies,31
10-2020,Cocoa,39
10-2020,Cardamon,61
10-2020,Cocoa,29
10-2020,Pepper,32
10-2020,Corn,26
10-2020,Leak,87
10-2020,Tomato,72
10-2020,Garlic,36
10-2020,Garlic,26
10-2020,Pumpkin,44
10-2020,Pumpkin,37
10-2020,Potato,52
10-2020,Pepper,67
10-2020,Cowpea,44
10-2020,Pepper,14
10-2020,Pepper,47
10-2020,Cardamon,23
10-2020,Tomato,73
10-2020,Corn,12
10-2020,Radish,26
10-2020,Garlic,31
10-2020,Pepper,45
10-2020,Onion,22
10-2020,Cowpea,31
10-2020,Chilies,21
10-2020,Corn,62
10-2020,Chilies,40
10-2020,Pumpkin,56
10-2020,Cowpea,10
10-2020,Cowpea,38
10-2020,Tomato,79
10-2020,Potato,37
10-2020,Ginger,23
10-2020,Pepper,19
10-2020,Corn,32
10-2020,Potato,11
10-2020,Pepper,52
10-2020,Cocoa,69
10-2020,Cardamon,56
10-2020,Pepper,33
10-2020,Cocoa,70
10-2020,Cowpea,54
10-2020,Onion,28
10-2020,Pepper,42
10-2020,Chilies,12
10-2020,Cowpea,38
10-2020,Onion,48
10-2020,Potato,14
10-2020,Chilies,16
10-2020,Cardamon,42
10-2020,Potato,18
10-2020,Cowpea,53
10-2020,Cocoa,61
10-2020,Cardamon,11
10-2020,Leak,77
10-2020,Cardamon,46
10-2020,Corn,64
10-2020,Cocoa,23
10-2020,Pumpkin,10
10-2020,Potato,21
10-2020,Ginger,32
10-2020,Cardamon,54
10-2020,Radish,63
10-2020,Leak,99
10-2020,Corn,46
10-2020,Onion,61
10-2020,Corn,17
10-2020,Cocoa,52
10-2020,Tomato,79
10-2020,Chilies,11
10-2020,Cardamon,55
10-2020,Onion,38
10-2020,Tomato,99
10-2020,Leak,81
10-2020,Radish,16
10-2020,Cowpea,59
10-2020,Leak,95
10-2020,Potato,42
10-2020,Onion,24
10-2020,Cocoa,69
10-2020,Ginger,61
10-2020,Potato,33
10-2020,Cocoa,24
10-2020,Onion,70
10-2020,Chilies,26
10-2020,Cardamon,16
10-2020,Radish,54
10-2020,Garlic,37
10-2020,Garlic,23
10-2020,Corn,29
10-2020,Corn,52
10-2020,Pumpkin,66
10-2020,Cardamon,65
10-2020,Pumpkin,61
10-2020,Cocoa,19
10-2020,Pepper,57
10-2020,Leak,74
10-2020,Ginger,54
10-2020,Tomato,78
10-2020,Leak,90
10-2020,Leak,80
10-2020,Garlic,70
10-2020,Onion,30
10-2020,Corn,19
10-2020,Ginger,62
10-2020,Chilies,70
10-2020,Cardamon,66
10-2020,Leak,95
10-2020,Onion,14
10-2020,Pumpkin,25
10-2020,Corn,65
10-2020,Cocoa,28
10-2020,Pumpkin,11
10-2020,Radish,43
10-2020,Cocoa,10
10-2020,Cowpea,16
10-2020,Cardamon,18
10-2020,Potato,31
10-2020,Corn,40
10-2020,Pumpkin,59
10-2020,Cowpea,29
10-2020,Pepper,36
10-2020,Leak,72
10-2020,Onion,31
10-2020,Potato,17
10-2020,Leak,88
10-2020,Cocoa,28
10-2020,Cocoa,62
10-2020,Garlic,28
10-2020,Corn,31
10-2020,Leak,97
10-2020,Potato,30
10-2020,Cardamon,24
10-2020,Leak,100
10-2020,Onion,23
10-2020,Cocoa,16
10-2020,Cocoa,35
10-2020,Ginger,44
10-2020,Tomato,77
10-2020,Tomato,70
10-2020,Cocoa,64
10-2020,Garlic,23
10-2020,Leak,80
10-2020,Chilies,35
10-2020,Corn,36
10-2020,Leak,89
10-2020,Cocoa,31
10-2020,Cardamon,24
10-2020,Cowpea,25
10-2020,Radish,14
10-2020,Cocoa,50
10-2020,Leak,97
10-2020,Garlic,19
10-2020,Cardamon,52
10-2020,Pumpkin,36
10-2020,Leak,73
10-2020,Pepper,25
10-2020,Cowpea,16
10-2020,Onion,70
10-2020,Chilies,21
10-2020,Pumpkin,54
10-2020,Potato,29
10-2020,Radish,69
10-2020,Ginger,13
10-2020,Cocoa,25
10-2020,Chilies,48
10-2020,Cocoa,57
10-2020,Chilies,24
10-2020,Tomato,77
10-2020,Pepper,50
10-2020,Tomato,92
10-2020,Chilies,53
10-2020,Corn,25
10-2020,Pumpkin,52
10-2020,Onion,23
10-2020,Radish,63
10-2020,Tomato,88
10-2020,Cardamon,53
10-2020,Onion,68
10-2020,Tomato,78
10-2020,Onion,39
10-2020,Radish,12
10-2020,Ginger,44
10-2020,Chilies,66
10-2020,Cowpea,59
10-2020,Corn,50
10-2020,Garlic,42
10-2020,Pepper,37
10-2020,Cardamon,61
10-2020,Pepper,11
10-2020,Cowpea,28
10-2020,Pumpkin,12
10-2020,Leak,98
10-2020,Onion,45
10-2020,Potato,41
10-2020,Pumpkin,36
10-2020,Onion,24
10-2020,Garlic,55
10-2020,Garlic,26
10-2020,Tomato,82
10-2020,Leak,78
10-2020,Leak,94
10-2020,Cocoa,22
10-2020,Chilies,20
10-2020,Onion,51
10-2020,Corn,66
10-2020,Cowpea,50
10-2020,Leak,95
10-2020,Radish,18
10-2020,Onion,40
10-2020,Pumpkin,40
10-2020,Chilies,42
10-2020,Leak,94
10-2020,Cocoa,43
10-2020,Pepper,45
10-2020,Chilies,19
10-2020,Ginger,41
10-2020,Onion,43
10-2020,Pepper,12
10-2020,Tomato,98
10-2020,Pumpkin,63
10-2020,Garlic,36
10-2020,Garlic,31
10-2020,Leak,88
10-2020,Pepper,13
10-2020,Leak,83
10-2020,Onion,70
10-2020,Ginger,42
10-2020,Chilies,24
10-2020,Pumpkin,69
10-2020,Radish,29
10-2020,Corn,56
10-2020,Garlic,39
10-2020,Potato,27
10-2020,Cocoa,25
10-2020,Onion,25
10-2020,Radish,68
10-2020,Leak,76
10-2020,Chilies,64
10-2020,Cocoa,12
10-2020,Cardamon,55
10-2020,Radish,37
10-2020,Garlic,28
10-2020,Tomato,82
10-2020,Ginger,61
10-2020,Pumpkin,68
10-2020,Tomato,78
10-2020,Pumpkin,46
10-2020,Chilies,68
10-2020,Ginger,10
10-2020,Corn,67
10-2020,Onion,18
10-2020,Chilies,30
10-2020,Pepper,17
10-2020,Potato,34
10-2020,Cardamon,56
10-2020,Chilies,35
10-2020,Pepper,45
10-2020,Garlic,38
10-2020,Chilies,13
10-2020,Cocoa,67
10-2020,Cocoa,48
10-2020,Potato,36
10-2020,Chilies,34
10-2020,Ginger,28
10-2020,Leak,73
10-2020,Ginger,12
10-2020,Tomato,80
10-2020,Leak,83
10-2020,Potato,34
10-2020,Onion,23
10-2020,Chilies,27
10-2020,Cardamon,70
10-2020,Chilies,55
10-2020,Radish,47
10-2020,Potato,21
10-2020,Tomato,81
10-2020,Cardamon,14
10-2020,Onion,54
10-2020,Radish,68
10-2020,Potato,29
10-2020,Garlic,15
10-2020,Cowpea,31
10-2020,Garlic,17
10-2020,Corn,16
10-2020,Pumpkin,40
10-2020,Corn,52
10-2020,Chilies,18
10-2020,Pumpkin,47
10-2020,Leak,76
10-2020,Cowpea,29
10-2020,Cardamon,19
10-2020,Potato,31
10-2020,Cowpea,16
10-2020,Chilies,62
10-2020,Cowpea,47
10-2020,Ginger,58
10-2020,Chilies,11
10-2020,Tomato,80
10-2020,Pepper,70
10-2020,Pumpkin,49
10-2020,Chilies,45
10-2020,Ginger,18
10-2020,Cowpea,33
10-2020,Chilies,16
10-2020,Cowpea,31
10-2020,Leak,83
10-2020,Cardamon,22
10-2020,Cocoa,52
10-2020,Ginger,40
10-2020,Pumpkin,12
10-2020,Radish,29
10-2020,Onion,67
10-2020,Cocoa,17
10-2020,Cocoa,42
10-2020,Garlic,26
10-2020,Pepper,39
10-2020,Cocoa,46
10-2020,Cardamon,15
10-2020,Radish,18
10-2020,Onion,45
10-2020,Corn,58
10-2020,Radish,39
10-2020,Cocoa,67
10-2020,Leak,76
10-2020,Radish,53
10-2020,Onion,62
10-2020,Cardamon,61
10-2020,Radish,50
10-2020,Cardamon,34
10-2020,Tomato,82
10-2020,Chilies,57
10-2020,Corn,40
10-2020,Pumpkin,43
10-2020,Potato,41
10-2020,Cocoa,51
10-2020,Chilies,53
10-2020,Radish,29
10-2020,Radish,63
10-2020,Cardamon,32
10-2020,Ginger,35
10-2020,Ginger,24
10-2020,Potato,58
10-2020,Radish,54
10-2020,Onion,30
10-2020,Garlic,58
10-2020,Corn,61
10-2020,Tomato,90
10-2020,Cocoa,28
10-2020,Cocoa,33
10-2020,Ginger,69
10-2020,Chilies,36
10-2020,Pumpkin,24
10-2020,Cocoa,54
10-2020,Leak,92
10-2020,Cowpea,41
10-2020,Leak,75
10-2020,Garlic,13
10-2020,Corn,10
10-2020,Leak,93
10-2020,Onion,68
10-2020,Corn,55
10-2020,Ginger,20
10-2020,Corn,38
10-2020,Ginger,69
10-2020,Pumpkin,49
10-2020,Potato,22
10-2020,Chilies,63
10-2020,Potato,57
10-2020,Radish,48
10-2020,Garlic,60
10-2020,Tomato,77
10-2020,Radish,45
10-2020,Radish,25
10-2020,Ginger,51
10-2020,Leak,72
10-2020,Radish,11
10-2020,Corn,57
10-2020,Leak,88
10-2020,Radish,12
10-2020,Radish,47
10-2020,Cardamon,32
10-2020,Tomato,75
10-2020,Cocoa,21
10-2020,Pumpkin,55
10-2020,Cocoa,29
10-2020,Cocoa,14
10-2020,Leak,79
10-2020,Corn,40
10-2020,Cocoa,47
10-2020,Cowpea,29
10-2020,Chilies,20
10-2020,Tomato,77
10-2020,Radish,68
10-2020,Pepper,54
10-2020,Pumpkin,58
10-2020,Chilies,13
10-2020,Pepper,10
10-2020,Cowpea,26
10-2020,Radish,38
10-2020,Corn,67
10-2020,Ginger,12
10-2020,Onion,26
